Logradouro,Endereco,Numero,Complemento,Bairro,Cidade,Estado,Pais,Cep,Latitude,Longitude
AV,TANCREDO NEVES 3133 PISO L1,370,,,SALVADOR,,,41820-910,-12.975976,-38.457653
AV,VISCONDE DE SOUZA FRANCO 776 LOJA 15,375,,,BELEM,,,66053-000,-1.444997,-48.488895
AV.,BRASIL 1670 LOJA 101,378,,,BALNEARIO CAMBORIU,,,88330-053,-26.98858,-48.633458
RUA,VOLUNTARIOS DA PATRIA 400,380,,,CAMPOS DOS GOYTACAZES,,,28035-200,-21.75953,-41.331709
RUA,04 1129,383,,,RIO CLARO,,,13500-170,-22.410406,-47.560871
AV,GO FRANCISCO LACERDA DE AGUIAR 138 LJ 325,387,,,CACHOEIRO DE ITAPEMIRIM,,,29303-384,-20.85300086,-41.11563856
RUA,QUINZE DE NOVEMBRO 1200 SUC N 49,390,,,INDAIATUBA,,,13330-070,-23.084079,-47.213533
RUA,DEZ DE NOVEMBRO 4,406,,,JEQUIE,,,45200-400,-13.866267,-39.860224
PRACA,INTERVENTOR MANOEL RIBAS 135,408,,,APUCARANA,,,86800-680,-23.552178,-51.464434
RUA,MAJOR SILVIO MIRANDA 80 84,411,,,MOGI DAS CRUZES,,,08710-660,-23.535032,-46.343079
AVENIDA,DOUTOR FRANCISCO CORREIA 381 PISO UNICO,414,,,SAO LOURENCO DA MATA,,,54735-000,-7.997877,-35.038628
RUA,SATURNINO DE BRITO 17,417,,,BELO HORIZONTE,,,30111-020,-19.913812,-43.940893
ESTRADA,PRES JUSCELINO KUBITSCHEK DE OLIVEIRA 5308 LOJA ANCOR,422,,,GUARULHOS,,,07272-345,-23.433275,-46.404018
BLV,VINTE E OITO DE SETEMBRO 393 A,425,,,RIO DE JANEIRO,,,20551-030,-22.916164,-43.248412
AVENIDA,FERREIRA VIANA 1526,427,,,PELOTAS,,,96085-000,-31.759316,-52.319065
AVENIDA,CONEGO JOAO LIMA 1451,430,,,ARAGUAINA,,,77823-010,-7.189091,-48.215086
AVENIDA,DOUTOR CLAUDIO JOSE GUEIROS LEITE 2491 LOJA 1-A,432,,,PAULISTA,,,53437-000,-7.93561,-34.825102
RUA,FERNANDO MACHADO 4000 LOJA 02,436,,,CHAPECO,,,89805-203,-27.097356,-52.619045
RUA,DUQUE DE CAXIAS 309,453,,,CAMACARI,,,42800-150,-12.699586,-38.326702
AVENIDA,AZENHA 1099,456,,,PORTO ALEGRE,,,90160-002,-30.053635,-51.214132
RUA,MONSENHOR ALOISIO PINTO 0 LOJA 60,458,,,SOBRAL,,,62050-255,-3.706103,-40.343569
RODOVIA,PA 275 0 LOJA N 59,461,,,PARAUAPEBAS,,,68515-000,-6.080099,-49.879252
RUA,DOUTOR SILVIO BASTOS TAVARES 316 338,464,,,CAMPOS DOS GOYTACAZE,,,28051-250,-21.755763,-41.348719
AVENIDA,PADRE ANCHIETA 332,467,,,PERUIBE,,,11750-000,-24.326929,-47.002067
AVENIDA,TEXEIRA E SOUZA 956,470,,,CABO FRIO,,,28905-100,-22.884166,-42.026323
RUA,QUINZE 500,473,,,ITUIUTABA,,,38300-134,-18.972923,-49.460476
RUA,JOAQUIM DA SILVA LIMA 167,475,,,GUARAPARI,,,29200-260,-20.671861,-40.497843
RUA,BENTO BERILO 35 43,479,,,ILHEUS,,,45653-270,-14.797009,-39.034121
RUA,CLETO CAMPELO 102,481,,,BELO JARDIM,,,55150-160,-8.342155,-36.429389
AVENIDA,EDSON DA MOTA CORREIA 620 LOJA 141,484,,,CAUCAIA,,,61600-040,-3.7347,-38.650779
ESTRADA,VELHA DE SANTO AMARO DE IPITANGA 44,499,,,SALVADOR,,,41342-315,-12.899246,-38.408698
RUA,GAVIAO PEIXOTO 120 122,501,,,NITEROI,,,24230-101,-22.903108,-43.110657
RUA,FREI CANECA 569 LOJA 309,504,,,SAO PAULO,,,01307-001,-23.553497,-46.65282
LARGO,TREZE DE MAIO 542,506,,,SAO PAULO,,,04751-000,-23.652647,-46.70598
AV,OLEGARIO MACIEL 365 LOJA B,509,,,RIO DE JANEIRO,,,22621-200,-23.011492,-43.304989
AV,CONSELHEIRO ROSA E SILVA 1460 LOJA 1,512,,,RECIFE,,,52050-020,-8.038901,-34.899881
RUA,MARQUES DE SAO VICENTE 37 LOJA A,515,,,RIO DE JANEIRO,,,22451-040,-22.97555023,-43.22789136
RUA,DO GIRIQUITI 48 LJ 35/36,518,,,RECIFE,,,50070-010,-8.060005,-34.887484
AVENIDA,JOHN BOYD DUNLOP 350 SALAO91/97,520,,,CAMPINAS,,,13033-000,-22.90939134,-47.09197959
RUA,SAO CLEMENTE 159 LOJA A BL1,523,,,RIO DE JANEIRO,,,22260-001,-22.949616,-43.187284
AVENIDA,PAULISTA 320 326 LJ B,527,,,SAO PAULO,,,01310-000,-23.569071,-46.646958
RUA,VISCONDE DE PIRAJA 303 LJ D 309 L,529,,,RIO DE JANEIRO,,,22410-003,-22.984242,-43.204391
AVENIDA,WASHINGTON LUIZ 2480 LUC CT N18,542,,,CAMPINAS,,,13042-105,-22.9354326,-47.05098867
RUA,CORONEL MOREIRA CESAR 105 LJ 101/102,545,,,SAO GONCALO,,,24440-400,-22.827494,-43.052998
AV,NILO PECANHA 259,549,,,ARARUAMA,,,28970-000,-22.869697,-42.343425
AVENIDA,CASSIANO RICARDO 521,550,,,SAO JOSE DOS CAMPOS,,,12240-540,-23.22720406,-45.91232225
ESTRADA,DOS TRES RIOS 93 LOJA,554,,,RIO DE JANEIRO,,,22755-001,-22.939426,-43.342729
AV.,SAVIO COTA DE ALMEIDA GAMA 2009,556,,,VOLTA REDONDA,,,27281-421,-22.499117,-44.107833
AVENIDA,THIAGO FERREIRA 819 TERREO,559,,,GUARUJA,,,11450-002,-23.940723,-46.306161
RUA,SANTA CATARINA 198,562,,,SAO CAETANO DO SUL,,,09510-120,-23.612872,-46.571553
RUA,VIGARIO FREIRE 241,565,,,CARUARU,,,55002-200,-8.285706,-35.969676
AV,SETE DE SETEMBRO 443 TERREO,567,,,SUMARE,,,13170-000,-22.823567,-47.266778
AV,NILO PECANHA 495 LJ 1/2,571,,,CABO FRIO,,,28907-000,-22.87877,-42.016437
RUA,TERESA 1515,573,,,PETROPOLIS,,,25635-530,-22.524175,-43.171151
RUA,AMADOR BUENO 219 LUC N10306,588,,,SAO PAULO,,,04752-005,-23.65236,-46.709359
AVENIDA,ANTONIO EMMERICK 413 425 E 433,591,,,SAO VICENTE,,,11390-001,-23.962502,-46.380177
RUA,MACIEL MONTEIRO 422,593,,,SAO PAULO,,,03566-000,-23.539517,-46.490891
ETR,DE ITAIPUACU 0 QD14 L03A,596,,,MARICA,,,24900-000,-22.917804,-42.934423
AVENIDA,MARECHAL TITO 299,599,,,SAO PAULO,,,08010-090,-23.494009,-46.420086
AVENIDA,OLIVEIRA BOTELHO 417 417/1,602,,,TERESOPOLIS,,,25961-145,-22.439418,-42.979782
RUA,DORIVAL MORCONDES GODOY 500 1010/1011,606,,,RESENDE,,,27535-320,-22.4611,-44.440397
ESTRADA,DO LAJEADO VELHO 514 A521 LT1A3,608,,,SAO PAULO,,,08451-000,-23.53665,-46.404173
PRACA,GOVERNADOR VALADARES 65,611,,,CATAGUASES,,,36770-071,-21.384748,-42.692974
RUA,DOUTOR RODRIGUES DE AZEVEDO 291,614,,,LORENA,,,12600-005,-22.732834,-45.121139
RUA,DOUTOR CAMPOS MOURA 311,616,,,SAO PAULO,,,03568-010,-23.541894,-46.483905
AVENIDA,PROFESSOR MARIO WERNECK 1360 2(o) PISO LU,630,,,BELO HORIZONTE,,,30455-610,-19.968914,-43.964818
RUA,SEBASTIAO HUMEL 268 LJ 12 TERR,634,,,SAO JOSE DOS CAMPOS,,,12210-200,-23.18092,-45.88497
AVENIDA,SINFRONIO BROCHADO 735,637,,,BELO HORIZONTE,,,30640-000,-19.976878,-44.019487
AVENIDA,JOAO DE BARROS 2010 LOJA 01,639,,,RECIFE,,,52021-355,-8.037277,-34.89131
AVENIDA,WINSTON CHURCHILL 2567,642,,,CURITIBA,,,81150-050,-25.51901,-49.29546
PRACA,SEVERINA RITA COELHO 43,644,,,JABOATAO DOS GUARARAPES,,,54250-603,-8.11208,-35.0154
AVENIDA,ENGENHEIRO ROBERTO FREIRE 2920 LOJA 78,647,,,NATAL,,,59082-400,-5.872669,-35.180321
RUA,DA GLORIA 190 E 190 A,650,,,RIO DE JANEIRO,,,20241-180,-22.91885,-43.177188
AVENIDA,JOSE BENTO RIBEIRO DANTAS 33 LOJA,653,,,BUZIOS,,,28950-000,-22.74699,-41.88043
RUA,MARQUES DE OLINDA 79 SUC 39,655,,,SIRINHAEM,,,55580-000,-8.299856,-34.994869
RODOVIA,"RAPOSO TAVARES 23500 KM 23,5",658,,,COTIA,,,06709-015,-23.592503,-46.835085
RUA,BENJAMIN CONSTANT 23,660,,,GOIANA,,,55900-000,-7.564417,-35.009739
AVENIDA,RUY RODRIGUEZ 3900 LUC N(o) A-0,678,,,CAMPINAS,,,13056-460,-22.937666,-47.10646
AVENIDA,EMILIO JOHNSON 755,681,,,ALMIRANTE TAMANDARE,,,83501-000,-25.310371,-49.297634
RUA,BERNARDO HORTA 227 LUC 1,683,,,CACHOEIRO DE ITAPEMIRIM,,,29300-795,-20.846209,-41.122032
RUA,GENERAL OSORIO 541,686,,,SANTA BARBARA D'OESTE,,,13450-026,-22.755129,-47.413603
SHIS,CC QI 05 BLOCO F LOJA 210 SUBSOLO PARTE 0,689,,,BRASILIA,,,71615-560,-15.846638,-47.894973
AVENIDA,MIRANDOPOLIS 0,695,,,CAMPINAS,,,13050-470,-22.930433,-47.093907
AVENIDA,XV DE NOVEMBRO 232,698,,,IGUAPE,,,11920-000,-24.708416,-47.555998
PRACA,SANTISSIMO SALVADOR 10 LOJA 14,701,,,CAMPOS DOS GOYTACAZES,,,28010-000,-21.755355,-41.323108
AV,WASHINGTON LUIS 1171 PARTE,802,,,SAO PAULO,,,04662-002,-23.656206,-46.693943
ALAMEDA,ARAGUAIA 1383,805,,,BARUERI,,,06455-000,-23.49854776,-46.84862939
AV,INTERLAGOS 2225,808,,,SAO PAULO,,,04661-100,-23.6745405,-46.6782808
RUA,LAMENHA LINS 1898 PARTE,826,,,CURITIBA,,,80220-080,-25.452546,-49.269693
AV,GENERAL EDGAR FACO 840,831,,,SAO PAULO,,,02924-000,-23.49806343,-46.70674175
RUA,PROFESSOR VALERIO GIULI 104,834,,,SAO PAULO,,,02416-000,-23.48187458,-46.63161814
SEP,NORTE QD 505 CJ D LOJA 85 PARTE 0,837,,,BRASILIA,,,70730-544,-15.879017,-48.03791
AV,MORUMBI 6839 6843,840,,,SAO PAULO,,,05650-002,-23.617482,-46.705344
R,ROCHA POMBO 600 PARTE,843,,,CURITIBA,,,80030-390,-25.413579,-49.259575
R,BARAO DE MESQUITA  238 LJ B,846,,,RIO DE JANEIRO,,,20540-002,-22.922556,-43.233591
AV,CRISTIANO MACHADO 2228 PARTE,850,,,BELO HORIZONTE,,,31170-800,-19.888433,-43.929221
AV,DR NILO PECANHA  2785,852,,,PORTO ALEGRE,,,91330-001,-30.028115,-51.163625
AV,CARLOS GOMES 11,855,,,PORTO ALEGRE,,,90480-003,-30.022146,-51.184552
RUA,DIAS DA CRUZ  637 A 641/647,873,,,RIO DE JANEIRO,,,20720-013,-22.90521,-43.292694
AV,DOUTOR YOJIRO TAKAOKA 474 CENTRO II,876,,,SANTANA DE PARNAIBA,,,06541-038,-23.47508667,-46.86154467
EST,DAS LAGRIMAS 1986,878,,,SAO CAETANO DO SUL,,,09580-500,-23.63225563,-46.58195778
RUA,AFONSO BRAZ 508,882,,,SAO PAULO,,,04511-001,-23.595401,-46.668779
AV,SAO JOAO  2135,884,,,SAO JOSE DOS CAMPOS,,,12242-000,-23.20818826,-45.90828814
R,VOLUNTARIOS DA PATRIA  54 LJ A E B,887,,,RIO DE JANEIRO,,,22270-010,-22.951132,-43.18368
AV,ENGENHEIRO SANTANA JUNIOR 2277 LJ 15 A 18,890,,,FORTALEZA,,,60175-650,-3.745891,-38.489169
AV,NOSSA SENHORA DE COPACABANA  1058 LOJA A,893,,,RIO DE JANEIRO,,,22060-002,-22.978383,-43.19085
R,REPUBLICA ARABE DA SIRIA 383 PARTE,896,,,RIO DE JANEIRO,,,21931-370,-22.805578,-43.20961
AV,DAS AMERICAS 3693 BL II LOJA,899,,,RIO DE JANEIRO,,,22631-003,-23.000396,-43.350337
AV,DA ABOLICAO 2600,917,,,FORTALEZA,,,60165-080,-3.727366,-38.495654
R,CORONEL MOREIRA CESAR 282 LOJA 101 P,923,,,NITEROI,,,24230-063,-22.908239,-43.109281
RUA,FRANCA PINTO  680 LOJA 2,925,,,SAO PAULO,,,04016-003,-23.58783286,-46.64277714
AV,DOUTOR CARLOS BOTELHO  2120 LOJA 06,936,,,SAO CARLOS,,,13560-250,-22.0124611,-47.88099515
R,SACADURA CABRAL 102 PARTE,954,,,RIO DE JANEIRO,,,20081-902,-22.897495,-43.184171
EST,DOS ALPES 555 PARTE,957,,,ITAPEVI,,,06650-000,-23.511944,-46.930536
BR,497 KM 1480 A 0 GP1 ARM 11,962,,,UBERLANDIA,,,38414-583,-18.906609,-48.317583
RODOVIA,"ANHANGUERA 0 KM 37,5",965,,,CAJAMAR,,,07760-000,-21.128272,-47.769132
AVENIDA,CONTORNO NORTE 145 SUC N(o) 101,1199,,,SAO LUIS,,,65054-375,-2.535738,-44.20325
RUA,NHONHO DO LIVRAMENTO 1752,983,,,,,,15910-000,-21.2627,-48.4986
ESTRADA,PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA 4220,984,,,GUARULHOS,,,07252-000,-23.4427,-46.4079
AV,ELIS YAZBEK 708 LOJA 12,985,,,,,,06803-000,-23.6436,-46.8433
RUA,CORONEL MARTINHO FERREIRA DO AMARAL 263 LOJA SOB,986,,,,,,35519-970,-19.8717,-44.9798
RUA,TRAJANO MACHADO 847 853,987,,,,,,14960-000,-21.4646,-49.2251
AVENIDA,"CENTRAL BLOCOS 525/635 LOTE 615, LOJA E SUBSOLO S/N",988,,,BRASILIA,,,71710-520,-15.8681,-47.9635
AVENIDA,PRESIDENTE VARGAS 11-10 PISO TERRE,989,,,,,,19470-000,-21.9667,-52.2337
RUA,"PREFEITO ASSUMPCAO 378 LJ 1,1B",990,,,,,,27580-000,-22.4944,-44.5623
PRACA,PADRE ARMANI 18,991,,,MOGI GUACU,,,13840-011,-22.3709,-46.9424
RUA,CONDE DE PORTO ALEGRE 93 OT,992,,,SALVADOR,,,40330-201,-12.9582,-38.4888
RUA,SANTO AMARO 468 LOJA,993,,,SAO PAULO,,,01315-000,-23.5539,-46.6407
AVENIDA,TABELIAO PASSARELLA 392,994,,,,,,07600-000,-23.3181,-46.5857
CNM,1 BLOCO B LOJA 01 S/N,995,,,BRASILIA,,,72215-504,-15.8161,-48.1033
AVENIDA,DEPUTADO LUIS EDUARDO MAGALHAES S/N LOJA N 319,996,,,FEIRA DE SANTANA,,,44097-324,-12.2559,-38.9738
RUA,DOUTOR JOAO RIBEIRO 546,997,,,SAO PAULO,,,03634-000,-23.5237,-46.5454
SCR/SUL,QUADRA 516 BLOCO B LOTES 15 /16 S/N,998,,,BRASILIA,,,70381-525,-12.9788,-55.669
AVENIDA,ROBERTO SILVEIRA S/N AREA T01,1000,,,PARATY,,,23970-000,-23.223,-44.732
RUA,"29 DE JULHO 00541 01,02, 101",1047,,,,,,62700-000,-4.36017,-39.3119
RUA,DOUTOR FRANCISCO JOSE FERNANDES 90,1048,,,GUANAMBI,,,46430-000,-14.2082,-42.8248
AVE,FERNANDO GUILHON 5257,1068,,,,,,67200-000,-1.36561,-48.3334
AV,CHANCELER EDSON QUEIROZ 02331,1121,,,CASCAVEL,,,62850-000,-4.13375,-38.2395
PRACA,LUIZ NOGUEIRA 395,1131,,,SERRINHA,,,48700-000,-11.6609,-39.009
RUA,MANOEL HONORATO DA COSTA S/N LUC A-01,1141,,,CAMARAGIBE,,,54759-475,-8.01411,-34.9761
AVENIDA,BARAO DE CAPANEMA 2856,1143,,,,,,68703-025,-1.19542,-47.1942
AVENIDA,FLORES DA CUNHA 1507,1162,,,,,,99500-000,-28.2866,-52.7895
AVENIDA,RIO BRANCO 606,1164,,,ITABERABA,,,46880-000,-12.5324,-40.3057
AVENIDA,BRASIL 6345 LJ 1060 P1,1166,,,JUIZ DE FORA,,,36080-060,-21.74,-43.3713
AVENIDA,PRESIDENTE VARGAS 102,1177,,,SANTO AMARO,,,44200-000,-12.5546,-38.7029
RUA,BRASIL 446 SETOR 01 Q,1179,,,,,,68555-103,-7.10245,-49.9516
VIA,PARAFUSO S/N ESPACO DE,1180,,,CAMACARI,,,42800-970,-12.7063,-38.3194
AVE,DUQUE DE CAXIAS 1393 E 1403,1181,,,BELEM,,,66093-030,-1.43496,-48.4655
RUA,DR JUSTO PEDROSA 272,1191,,,BALSAS,,,65800-000,-7.53162,-46.0374
AVE,JOSE BONIFACIO 2593 E 2603,1193,,,BELEM,,,66065-112,-1.46982,-48.4682
PRACA,JOSE JOAQUIM SEABRA 116,1194,,,,,,45345-000,-13.5362,-39.9402
AVENIDA,JOAQUIM LEITE 646 LOTE A,1197,,,BARRA MANSA,,,27345-390,-22.5447,-44.1738
RUA,CORONEL POMPEU 58,1198,,,,,,62800-000,-4.56221,-37.7697
VLA,DOS CABANOS N.N.U S/N LOTE 10,1201,,,BARCARENA,,,68447-000,-1.51908,-48.6903
RODOVIA,"MG 030 KM 7,6 LOJA 106",1202,,,,,,34000-000,-20.0024,-43.8592
AVE,PARQUE 762,1204,,,ITACOATIARA,,,69100-006,-3.14194,-58.4463
RUA,JULIO DE CASTILHOS 1729,1205,,,CAXIAS DO SUL,,,95010-004,-29.1675,-51.1791
RUA,ANISIO TEIXEIRA 221 SHOPPING B,1206,,,SALVADOR,,,41815-060,-12.9951,-38.4647
AVE,JOAO PAULO II 101,1207,,,BELEM,,,66095-494,-1.43069,-48.4507
RUA,MARECHAL JOSE B BORMANN 91-E LT 27 QD 3,1208,,,CHAPECO,,,89801-050,-27.102,-52.616
QN,304 CONJ. 02 LOTE 01 LOJA 1209 S/N,1209,,,BRASILIA,,,72306-002,-15.8767,-48.0824
AVENIDA,PIAUI 850 LOJA A1,1210,,,,,,65630-901,-5.09258,-42.8226
RUA,GENERAL MARCONDES SALGADO 11,1212,,,BAURU,,,17013-113,-22.3173,-49.066
AVENIDA,SENADOR HELVIDIO NUNES S/N,1213,,,PICOS,,,64607-760,-7.07814,-41.4627
AVENIDA:,SENADOR ATTILIO FRANCISCO XAVIER FONTANA 2904-E,1214,,,CHAPECO,,,89809-506,-27.0971,-52.651
AVENIDA,JOSE PINHEIRO BORGES S/N S/N LJ 410 411,1216,,,SAO PAULO,,,08220-900,-23.5392,-46.4726
RUA,ANTONIO MARQUES 705 QD 85 LT11,1217,,,,,,65636-170,-5.09402,-42.8337
RUA,7 DE SETEMBRO 875,1218,,,AQUIDAUANA,,,79200-000,-20.4767,-55.7915
RUA,IRMA DULCE 550 LOJA 1021/,1219,,,SANTA MARIA,,,97030-630,-29.698,-53.8456
RUA,RAMIRO BARCELOS 1557,1220,,,,,,95780-000,-29.6896,-51.4589
HUMBERTO,PIZZO 999 PISO L1,1221,,,,,,37026-280,-21.5728,-45.4426
AV,DOUTOR SEZEFREDO AZAMBUJA VIEIRA S/N LUC 3049,1222,,,CANOAS,,,92020-020,-29.9188,-51.1489
AVENIDA,BARAO DE GURGUEIA 3160 3160 A,1223,,,TERESINA,,,64019-352,-5.11792,-42.8038
RODOVIA,PE-015 KM 16.5 S/N LOJA ANC 7,1224,,,PAULISTA,,,53401-445,-8.00235,-34.8562
RUA,HORACIO DE MATOS 165,1225,,,,,,46900-000,-12.4181,-41.7703
AVENIDA,PRESIDENTE ARTHUR BERNARDES S/N QD 2-A,1226,,,VARZEA GRANDE,,,78125-100,-15.6526,-56.1218
RODOVIA,DOS TRABALHADORES S/N,1227,,,BELEM,,,66635-894,-1.34765,-48.4106
AVE,NOSSA SENHORA DE FATIMA S/N,1228,,,TERESINA,,,64048-180,-5.08049,-42.7899
AVENIDA,PRESIDENTE GETULIO VARGAS 396,1229,,,,,,37410-000,-21.699,-45.2548
PRACA,JOSE SARNEY S N,1230,,,,,,65200-000,-2.5185,-45.081
AVENIDA,SAO JOAO 257 QUADRA 33,1231,,,PRIMAVERA DO LESTE,,,78850-000,-15.5573,-54.2985
AVENIDA,JOAQUIM AYRES 2393 QD 2 LT 3,1232,,,PORTO NACIONAL,,,77500-000,-10.7035,-48.4124
RUA,SAO PEDRO 1560,1233,,,ITARARE,,,18460-000,-24.1131,-49.3324
AV,DIARIO DE NOTICIAS 300 LOJA 1049,1234,,,PORTO ALEGRE,,,90810-080,-30.0853,-51.2464
RODOVIA,BR-407 5318 QUILOMETRO 05 S/N LUC 1010,1235,,,JUAZEIRO,,,48909-901,-9.45711,-40.4928
PRACA,ROBERTO CINTRA 360,1236,,,,,,44600-000,-12.1565,-39.7406
RUA,E 353 LT 12 A 16,1237,,,PARAUAPEBAS,,,68515-000,-6.06985,-49.9004
AVENIDA,PRESIDENTE ERNESTO GEISEL 2300 SL 140/175,1239,,,CAMPO GRANDE,,,79081-900,-20.4801,-54.6266
AVENIDA,BRASIL 451,1241,,,,,,42850-000,-12.6119,-38.2995
RODOVIA,ALKINDAR MONTEIRO JUNQUEIRA 1013 KM 53 LUC,1243,,,BRAGANCA PAULISTA,,,12900-970,-22.9702,-46.5692
AVENIDA,GOIAS 414,1244,,,GOIANESIA,,,76380-000,-15.3291,-49.1174
RUA,MARECHAL FLORIANO PEIXOTO 100,1245,,,SANTO ESTEVAO,,,44190-000,-12.431,-39.2513
TRAVESSA,PADRE EUTIQUIO 1760 1764 E 178,1246,,,BELEM,,,66033-720,-1.46155,-48.4895
RUA,DUQUE DE CAXIAS 147,1247,,,SAO SEBASTIAO,,,11600-000,-23.8018,-45.4011
AVE,CORONEL TEIXEIRA 5705 SETOR COM,1248,,,MANAUS,,,69037-000,-3.08504,-60.0725
ROD,MUNICIPAL FARUK SALMEN 136 Q167 LT23A,1249,,,PARAUAPEBAS,,,68515-000,-6.08381,-50.4308
AVENIDA,ROTARY 624 LUC SSB200,1250,,,SAO BERNARDO DO CAMPO,,,09721-000,-23.7232,-46.5425
AVN,28 DE MARCO 574 LJS 05/06/,1251,,,CAMPOS DOS GOYTACAZE,,,28020-740,-21.7637,-41.3327
AVENIDA,FERNANDES BASTOS 758,1253,,,TRAMANDAI,,,95590-000,-29.9877,-50.1396
AVENIDA, PERIMETRAL NORTE 8303 EUC N(o) 81,1254,,,GOIANIA,,,74593-841,-16.6309,-49.2771
RUA,VIUVA DANTAS 100 EC 201 A/B,1255,,,RIO DE JANEIRO,,,23052-090,-22.9028,-43.5544
AVENIDA,OLIVEIRA ROMA 23,1256,,,,,,65500-000,-3.73921,-43.3542
RUA,VICTOR KONDER 963,1257,,,,,,89820-000,-26.8753,-52.4091
ROD,AUGUSTO MONTENEGRO S/N,1258,,,BELEM,,,66635-110,-1.30191,-48.4777
RUA,LAURO SODRE 888 A,1259,,,,,,68456-000,-3.76576,-49.6775
AV,ANTONIO CARLOS PANIAGO S/N Q1 LT 07,1260,,,,,,75830-000,-17.5665,-52.564
ROD,RODOVIA BR 316 KM 8 1113,1261,,,ANANINDEUA,,,67030-000,-1.37272,-48.3837
AVE,ALCINDO CACELA 2397,1262,,,BELEM,,,66040-273,-1.45833,-48.477
RUA,DUQUE DE CAXIAS 1753,1263,,,,,,97501-523,-29.7552,-57.0864
RUA,PROF PEDRO VIRIATO PARIGOT D 600 LUCNIVEL S,1264,,,CURITIBA,,,81200-100,-25.4348,-49.3168
AVENIDA,JOSE AMANCIO BISPO SALA LOJA 5419 LOJA ANCOR,1265,,,ITABAIANA,,,49505-330,-10.7163,-37.4214
AVN,ABILIO AUGUSTO TAVORA 1111 EUC4042 43,1266,,,NOVA IGUACU,,,26260-045,-22.7629,-43.4652
AVENIDA,MANOEL IRINEU DE ARAUJO 35,1267,,,,,,56200-000,-7.88181,-40.0881
AVE,WEYNE CAVALCANTE 483,1268,,,,,,68537-000,-6.53469,-49.851
AVENIDA,RAIMUNDO PEREIRA DE MAGALHAES 11001 EUC 2011,1269,,,SAO PAULO,,,02984-035,-23.442,-46.7211
ROD,RODOVIA BR 316 KM 01 S/N LOJA ESP U,1270,,,BELEM,,,66645-900,-1.36179,-48.443
R.,CINCINATO PINTO 167,1271,,,MACEIO,,,57020-050,-9.66309,-35.7406
AV,CORONEL MARTINIANO 882,1272,,,,,,59300-000,-6.46169,-37.0948
AVENIDA,DO DESCOBRIMENTO S/N COM ENTRAD,1273,,,,,,45810-000,-16.4499,-39.0638
AV,DAS CATARATAS 3570 LJ 1006 AN,1274,,,FOZ DO IGUACU,,,85853-000,-25.5689,-54.5584
RUA,FLORIANO PEIXOTO 113 E 119,1275,,,RECIFE,,,50020-060,-8.06551,-34.8823
RUA,24 DE MAIO 01910,1276,,,,,,62400-000,-2.90383,-40.8411
RUA,CARMO TALIBERTI 220,1277,,,,,,13730-010,-21.4668,-46.9993
AVE,DOS HOLANDESES 200 LOJA ANC 0,1278,,,SAO LUIS,,,65071-380,-2.49152,-44.2341
AV,CRUZEIRO DO SUL 1000 LUC 0316 A,1279,,,SAO PAULO,,,03033-020,-23.5264,-46.6254
RUA,DO ACAMPAMENTO 200,1280,,,SANTA MARIA,,,97050-000,-29.6878,-53.8059
R,DOUTOR JOAQUIM NABUCO 113,1281,,,,,,57200-000,-10.2443,-36.4797
PC,PRESIDENTE GETULIO VARGAS 160 ANEXO 176,1283,,,,,,59650-000,-5.46527,-37.04
RUA,10 1,1284,,,SAO LUIS,,,65058-188,-2.57417,-44.2106
AV,AMAZONAS 1001,1285,,,,,,86975-000,-23.5258,-51.6763
RUA,GOIAS 0,1286,,,,,,00000-000,-16.3605,-49.4953
R,DO COMERCIO 173 TERREOPRIM,1287,,,MACEIO,,,57020-000,-9.66216,-35.738
PCA,DA GRACA 704,1289,,,PARNAIBA,,,64200-305,-2.903,-41.7802
-10A,RUA MARECHAL RONDON 3038 SETOR 02 Q,1290,,,,,,76890-000,-10.4495,-62.4851
-10A,RUA JOSE AMADOR DOS REIS 3330,1291,,,PORTO VELHO,,,76829-498,-9.90398,-63.0435
-10A,AVENIDA MARECHAL RONDON 1728 LOJA A/B,1292,,,JI PARANA,,,76900-136,-10.8753,-61.9545
RUA,RUI BARBOSA 400,1293,,,RIO BRANCO,,,69900-084,-9.97287,-67.811
AVENIDA,-NORTE SUL 5104,1294,,,,,,76940-000,-11.7247,-61.7779
RUA,02 788 LOTE URBAN,1295,,,SORRISO,,,78890-000,-13.0866,-55.9064
-10A,RUA GETULIO VARGAS 213 QD 31 ST 2,1296,,,VILHENA,,,76980-084,-12.0417,-60.1185
AV.,DOS EXPEDICIONARIOS 225,1298,,,,,,86600-093,-23.3124,-51.3674
RUA,XV DE NOVEMBRO 582,1299,,,CURITIBA,,,80020-310,-25.43,-49.2684
AVENIDA,PRESIDENTE CASTELO BRANCO 2079 2089,1300,,,MAUA,,,09321-375,-23.6499,-46.4396
R,GAL SAMPAIO 01148,1301,,,FORTALEZA,,,60020-030,-3.72847,-38.5317
AV,RIO GRANDE SUL 1021 QDR 46,1302,,,,,,85960-000,-24.5565,-54.0579
AVE,EDUARDO RIBEIRO 409 LETRA 413,1303,,,MANAUS,,,69010-000,-3.13365,-60.0241
RUA,"FLORES, DR 87",1304,,,PORTO ALEGRE,,,90020-122,-30.028,-51.2249
AVE,LAGUNA 708,1305,,,MANAUS,,,69037-570,-3.08562,-60.0632
